CAND_ID,Similarity_Score,Skill Match %,Final_Score,Matched Skills,Missing Skills
CAND_706,0.71,0.0,0.43,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1281,0.72,0.0,0.43,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_911,0.72,0.0,0.43,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2376,0.72,0.0,0.43,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_503,0.71,0.0,0.43,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_594,0.72,0.0,0.43,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1381,0.71,0.0,0.43,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1546,0.7,0.0,0.42,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_569,0.7,0.0,0.42,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2083,0.7,0.0,0.42,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1505,0.7,0.0,0.42,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2325,0.7,0.0,0.42,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_176,0.7,0.0,0.42,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_850,0.7,0.0,0.42,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1958,0.69,0.0,0.41,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2178,0.68,0.0,0.41,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1943,0.69,0.0,0.41,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1864,0.69,0.0,0.41,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2111,0.68,0.0,0.41,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1242,0.68,0.0,0.41,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_093,0.68,0.0,0.41,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_095,0.69,0.0,0.41,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1082,0.68,0.0,0.41,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_512,0.68,0.0,0.41,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_885,0.67,0.0,0.4,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_960,0.67,0.0,0.4,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1265,0.66,0.0,0.4,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2445,0.66,0.0,0.4,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1951,0.66,0.0,0.4,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_027,0.66,0.0,0.4,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2117,0.66,0.0,0.4,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_475,0.66,0.0,0.4,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1618,0.67,0.0,0.4,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1507,0.65,0.0,0.39,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_856,0.65,0.0,0.39,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2064,0.65,0.0,0.39,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1904,0.65,0.0,0.39,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1896,0.65,0.0,0.39,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2154,0.65,0.0,0.39,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_579,0.64,0.0,0.38,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1532,0.63,0.0,0.38,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1990,0.64,0.0,0.38,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_585,0.63,0.0,0.38,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1287,0.63,0.0,0.38,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1470,0.63,0.0,0.38,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2072,0.63,0.0,0.38,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1671,0.64,0.0,0.38,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_294,0.63,0.0,0.38,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_238,0.63,0.0,0.38,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_647,0.64,0.0,0.38,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1577,0.64,0.0,0.38,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1348,0.64,0.0,0.38,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_883,0.61,0.0,0.37,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_868,0.62,0.0,0.37,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2388,0.62,0.0,0.37,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_782,0.61,0.0,0.37,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1829,0.61,0.0,0.37,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1483,0.61,0.0,0.37,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1346,0.61,0.0,0.37,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1247,0.62,0.0,0.37,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1995,0.61,0.0,0.37,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_023,0.62,0.0,0.37,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1233,0.61,0.0,0.37,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2168,0.6,0.0,0.36,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1873,0.6,0.0,0.36,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1964,0.6,0.0,0.36,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2114,0.6,0.0,0.36,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_835,0.58,0.0,0.35,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2265,0.59,0.0,0.35,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2023,0.58,0.0,0.35,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1680,0.59,0.0,0.35,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1012,0.59,0.0,0.35,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1187,0.58,0.0,0.35,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2480,0.59,0.0,0.35,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1339,0.58,0.0,0.35,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_208,0.58,0.0,0.35,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1399,0.59,0.0,0.35,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1515,0.59,0.0,0.35,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2100,0.59,0.0,0.35,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1840,0.58,0.0,0.35,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1861,0.57,0.0,0.34,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1843,0.56,0.0,0.34,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2001,0.57,0.0,0.34,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_471,0.57,0.0,0.34,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1993,0.56,0.0,0.34,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_005,0.56,0.0,0.34,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_862,0.57,0.0,0.34,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2334,0.57,0.0,0.34,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_892,0.56,0.0,0.34,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1146,0.57,0.0,0.34,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_678,0.55,0.0,0.33,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1679,0.54,0.0,0.32,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_928,0.53,0.0,0.32,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1366,0.54,0.0,0.32,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_645,0.54,0.0,0.32,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1236,0.54,0.0,0.32,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1600,0.54,0.0,0.32,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1868,0.54,0.0,0.32,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1601,0.52,0.0,0.31,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_256,0.51,0.0,0.31,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2235,0.52,0.0,0.31,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_008,0.52,0.0,0.31,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_792,0.52,0.0,0.31,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1327,0.51,0.0,0.31,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1595,0.52,0.0,0.31,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1038,0.51,0.0,0.31,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1898,0.5,0.0,0.3,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2016,0.5,0.0,0.3,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2099,0.5,0.0,0.3,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_720,0.49,0.0,0.29,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1360,0.48,0.0,0.29,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_573,0.49,0.0,0.29,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2467,0.49,0.0,0.29,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_754,0.48,0.0,0.29,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1413,0.49,0.0,0.29,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_802,0.48,0.0,0.29,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2288,0.49,0.0,0.29,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1098,0.49,0.0,0.29,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_034,0.49,0.0,0.29,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1140,0.46,0.0,0.28,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1103,0.46,0.0,0.28,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_955,0.47,0.0,0.28,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2231,0.46,0.0,0.28,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2414,0.46,0.0,0.28,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_554,0.47,0.0,0.28,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1389,0.45,0.0,0.27,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_212,0.45,0.0,0.27,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_831,0.43,0.0,0.26,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2346,0.44,0.0,0.26,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1120,0.44,0.0,0.26,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2389,0.44,0.0,0.26,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2464,0.43,0.0,0.26,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1244,0.41,0.0,0.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_860,0.42,0.0,0.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1359,0.42,0.0,0.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1647,0.41,0.0,0.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1526,0.42,0.0,0.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_586,0.41,0.0,0.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_188,0.41,0.0,0.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_774,0.41,0.0,0.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1308,0.42,0.0,0.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_236,0.42,0.0,0.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_760,0.41,0.0,0.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1882,0.42,0.0,0.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_020,0.42,0.0,0.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1559,0.41,0.0,0.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_968,0.42,0.0,0.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2092,0.42,0.0,0.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1666,0.42,0.0,0.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_842,0.41,0.0,0.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_614,0.42,0.0,0.25,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2138,0.4,0.0,0.24,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2337,0.4,0.0,0.24,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_696,0.4,0.0,0.24,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_692,0.4,0.0,0.24,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1536,0.38,0.0,0.23,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1318,0.38,0.0,0.23,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2088,0.39,0.0,0.23,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1822,0.39,0.0,0.23,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2063,0.38,0.0,0.23,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1430,0.39,0.0,0.23,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2258,0.38,0.0,0.23,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2244,0.37,0.0,0.22,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1302,0.37,0.0,0.22,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1391,0.37,0.0,0.22,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_179,0.37,0.0,0.22,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1401,0.36,0.0,0.22,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2368,0.37,0.0,0.22,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_615,0.36,0.0,0.22,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_550,0.36,0.0,0.22,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1912,0.37,0.0,0.22,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1406,0.37,0.0,0.22,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_182,0.36,0.0,0.22,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2167,0.36,0.0,0.22,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2296,0.36,0.0,0.22,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_847,0.36,0.0,0.22,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_677,0.37,0.0,0.22,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1093,0.36,0.0,0.22,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1521,0.37,0.0,0.22,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_815,0.36,0.0,0.22,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_072,0.35,0.0,0.21,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1571,0.35,0.0,0.21,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1079,0.35,0.0,0.21,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2118,0.35,0.0,0.21,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1273,0.35,0.0,0.21,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2152,0.35,0.0,0.21,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2145,0.35,0.0,0.21,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1517,0.33,0.0,0.2,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_148,0.33,0.0,0.2,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2308,0.34,0.0,0.2,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1415,0.33,0.0,0.2,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1897,0.33,0.0,0.2,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2110,0.34,0.0,0.2,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_509,0.33,0.0,0.2,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_611,0.33,0.0,0.2,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_700,0.34,0.0,0.2,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1432,0.33,0.0,0.2,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_2209,0.33,0.0,0.2,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_367,0.33,0.0,0.2,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_806,0.34,0.0,0.2,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_925,0.34,0.0,0.2,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_581,0.33,0.0,0.2,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
CAND_1859,0.33,0.0,0.2,,"AWS, Docker, Git, Machine Learning, NLP, NumPy, Pandas, Python, SQL, Scikit-learn"
